Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Nacionality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,Status,Age_group
Married/Union,Other,1,Business/Economy,1,Higher Education,110.0,1,No Schooling/Primary,No Schooling/Primary,Craft/Trade,Craft/Trade,110.0,0,0,0,1,Female,0,32,0,4,11,15,8,13.6,0,2,8,10,8,15.11111111111111,0,13.9,-0.3,0.79,Graduate,30+
Married/Union,Transfer/Change,1,Business/Economy,1,Secondary Education,140.0,1,No Schooling/Primary,No Schooling/Primary,Elementary,Elementary,127.7,1,0,0,1,Female,0,31,0,0,5,8,3,11.0,0,0,5,9,2,11.5,0,7.6,2.6,0.32,Dropout,30+
Single,Transfer/Change,1,Health/Medicine,1,Secondary Education,100.0,1,Higher Education,Secondary,Professionals,Service/Sales,121.3,1,0,0,1,Female,0,34,0,0,8,11,7,11.705714285714285,0,0,8,11,7,11.705714285714285,0,10.8,1.4,1.74,Enrolled,30+
Single,General,3,Arts/Communication,1,Secondary Education,145.0,1,Secondary,Secondary,Technicians,Technicians,140.1,1,0,0,1,Female,0,20,0,6,12,12,12,13.25,0,4,11,14,11,14.333333333333334,0,8.9,1.4,3.51,Graduate,20-22
Single,Transfer/Change,1,Health/Medicine,1,Basic Education,133.1,1,No Schooling/Primary,No Schooling/Primary,Elementary,Elementary,114.8,0,0,0,1,Female,0,28,0,0,7,15,1,10.75,0,0,7,10,1,10.0,0,13.9,-0.3,0.79,Dropout,26-29
Single,Transfer/Change,1,Business/Economy,0,Higher Education,150.0,1,No Schooling/Primary,No Schooling/Primary,Agriculture/Fishery,Agriculture/Fishery,150.0,0,0,0,1,Female,0,31,0,2,6,8,6,12.0,0,2,7,8,7,13.428571428571429,0,9.4,-0.8,-3.12,Enrolled,30+
Single,General,1,Arts/Communication,1,Secondary Education,145.0,1,Basic Education,No Schooling/Primary,Clerical,Other,131.7,1,0,0,1,Female,0,18,0,0,6,7,6,12.666666666666666,0,0,6,8,4,12.25,0,7.6,2.6,0.32,Enrolled,17-19
Separated/Divorced/Widower,Transfer/Change,1,Social Sciences,0,Basic Education,133.1,1,No Schooling/Primary,No Schooling/Primary,Unknown,Craft/Trade,110.0,0,0,0,0,Female,0,31,0,0,6,8,5,11.4,0,0,6,9,3,11.0,0,9.4,-0.8,-3.12,Dropout,30+
Single,General,3,Arts/Communication,1,Secondary Education,110.0,1,Basic Education,Basic Education,Service/Sales,Service/Sales,105.5,1,0,0,1,Female,0,19,0,0,6,6,6,13.0,0,0,6,8,5,12.4,0,12.4,0.5,1.79,Graduate,17-19
Single,General,1,Social Sciences,1,Secondary Education,128.0,1,No Schooling/Primary,Basic Education,Elementary,Clerical,127.3,1,0,0,1,Female,1,19,0,0,6,8,6,14.0,0,0,6,8,6,12.285714285714286,0,16.2,0.3,-0.92,Graduate,17-19
Married/Union,Transfer/Change,1,Social Sciences,1,Basic Education,133.1,1,No Schooling/Primary,No Schooling/Primary,Elementary,Elementary,130.0,1,0,0,1,Female,0,31,0,0,6,11,0,0.0,0,0,5,10,0,0.0,0,9.4,-0.8,-3.12,Enrolled,30+
Single,Other,1,Engineering/Tech,1,Higher Education,130.0,1,Secondary,Basic Education,Elementary,Other,130.0,0,0,0,1,Female,0,34,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,Dropout,30+
Single,Special/Island/Ordinance,1,Health/Medicine,1,Secondary Education,137.0,1,No Schooling/Primary,No Schooling/Primary,Elementary,Craft/Trade,122.7,1,0,0,1,Female,1,18,0,0,7,7,7,15.285714285714286,0,0,8,8,8,16.075,0,12.4,0.5,1.79,Graduate,17-19
Single,General,2,Business/Economy,1,Secondary Education,123.0,1,No Schooling/Primary,No Schooling/Primary,Craft/Trade,Craft/Trade,113.9,1,0,0,1,Female,0,18,0,0,6,6,6,13.166666666666666,0,0,6,6,6,12.666666666666666,0,11.1,0.6,2.02,Graduate,17-19
Single,General,1,Business/Economy,1,Secondary Education,156.0,1,Higher Education,Basic Education,Technicians,Technicians,151.1,0,0,1,1,Male,0,19,0,0,5,7,5,13.6,0,0,5,11,5,12.833333333333334,5,16.2,0.3,-0.92,Graduate,17-19
Single,General,2,Arts/Communication,1,Secondary Education,133.1,1,Higher Education,Higher Education,Other,Professionals,125.8,1,0,0,0,Male,1,22,0,0,4,8,0,0.0,0,0,4,8,0,0.0,0,7.6,2.6,0.32,Dropout,20-22
Married/Union,Transfer/Change,1,Business/Economy,1,Secondary Education,100.0,1,Other,Other,Other,Other,128.2,0,0,0,1,Male,0,32,0,6,10,12,10,11.4,0,4,9,9,4,11.5,0,7.6,2.6,0.32,Graduate,30+
Single,Transfer/Change,1,Business/Economy,1,Secondary Education,140.0,1,No Schooling/Primary,Higher Education,Elementary,Professionals,135.1,0,0,0,1,Male,0,61,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,15.5,2.8,-4.06,Dropout,30+
Single,Transfer/Change,1,Business/Economy,0,Secondary Education,130.0,1,No Schooling/Primary,No Schooling/Primary,Elementary,Elementary,120.2,1,0,0,1,Male,0,30,0,0,5,7,5,11.0,0,0,5,5,5,11.6,0,7.6,2.6,0.32,Graduate,30+
Married/Union,Transfer/Change,1,Business/Economy,0,Secondary Education,133.1,1,No Schooling/Primary,No Schooling/Primary,Elementary,Elementary,132.8,0,0,1,0,Male,0,45,0,0,5,9,0,0.0,0,0,5,11,0,0.0,0,12.4,0.5,1.79,Dropout,30+
Single,Transfer/Change,1,Agriculture,1,Higher Education,140.0,1,Secondary,Basic Education,Clerical,Plant/Machine,140.0,0,0,0,1,Male,0,20,0,0,6,7,6,13.571428571428571,0,0,6,6,6,12.666666666666666,0,12.4,0.5,1.79,Graduate,20-22
Single,General,5,Health/Medicine,1,Secondary Education,137.0,1,Basic Education,Secondary,Managers,Other,129.3,0,0,0,1,Female,0,19,0,0,7,0,0,0.0,0,0,8,0,0,0.0,0,9.4,-0.8,-3.12,Dropout,17-19
Single,Transfer/Change,1,Engineering/Tech,1,Secondary Education,120.0,1,Higher Education,Secondary,Professionals,Elementary,108.2,1,0,0,1,Male,0,26,0,4,10,14,4,11.25,0,4,11,11,4,12.0,0,7.6,2.6,0.32,Dropout,26-29
Single,General,4,Business/Economy,1,Secondary Education,125.0,1,Secondary,Secondary,Clerical,Unknown,125.4,1,0,0,1,Male,0,19,0,0,5,6,3,13.333333333333334,0,0,5,5,1,11.0,0,7.6,2.6,0.32,Dropout,17-19
Single,General,1,Arts/Communication,1,Secondary Education,130.0,1,Basic Education,No Schooling/Primary,Elementary,Elementary,140.2,0,0,0,1,Male,1,19,0,0,6,6,6,12.0,0,0,6,7,6,11.666666666666666,0,16.2,0.3,-0.92,Graduate,17-19
Single,General,3,Arts/Communication,1,Secondary Education,115.0,1,No Schooling/Primary,Secondary,Elementary,Clerical,116.1,1,0,0,1,Male,0,19,0,0,6,6,6,12.5,0,0,6,7,5,13.0,0,12.4,0.5,1.79,Graduate,17-19
Single,General,1,Business/Economy,1,Secondary Education,150.0,1,Secondary,Basic Education,Service/Sales,Service/Sales,137.8,1,0,0,1,Male,1,19,0,0,5,6,5,13.2,0,0,5,6,5,12.666666666666666,0,16.2,0.3,-0.92,Graduate,17-19
Single,General,3,Business/Economy,1,Secondary Education,134.0,1,Secondary,Other,Other,Other,128.4,1,0,0,0,Male,0,19,0,0,5,5,0,0.0,0,0,4,4,0,0.0,0,7.6,2.6,0.32,Dropout,17-19
Single,Transfer/Change,1,Business/Economy,1,Secondary Education,120.0,1,Other,Other,Other,Other,106.0,1,0,0,0,Male,0,28,0,0,5,7,3,11.666666666666666,0,0,5,8,2,11.5,1,7.6,2.6,0.32,Dropout,26-29
Single,Transfer/Change,1,Business/Economy,1,Secondary Education,141.0,1,No Schooling/Primary,No Schooling/Primary,Elementary,Elementary,130.2,0,0,0,1,Male,0,24,0,10,15,16,15,13.466666666666669,1,10,14,14,14,13.642857142857142,0,9.4,-0.8,-3.12,Graduate,23-25
Single,General,1,Engineering/Tech,1,Secondary Education,133.0,1,Higher Education,Secondary,Professionals,Clerical,126.0,0,0,0,1,Male,0,18,0,0,5,7,3,13.666666666666666,0,0,5,5,5,13.2,0,7.6,2.6,0.32,Graduate,17-19
Single,General,2,Engineering/Tech,1,Secondary Education,149.0,1,No Schooling/Primary,No Schooling/Primary,Service/Sales,Service/Sales,141.0,0,0,0,1,Male,0,18,0,0,5,9,2,11.666666666666666,0,0,5,9,2,12.5,2,7.6,2.6,0.32,Enrolled,17-19
Single,General,1,Arts/Communication,1,Secondary Education,121.0,1,Secondary,Higher Education,Technicians,Craft/Trade,113.0,1,0,0,1,Male,1,18,0,0,6,7,6,11.666666666666666,0,0,6,12,5,10.2,0,12.4,0.5,1.79,Graduate,17-19
Single,Transfer/Change,1,Agriculture,1,Higher Education,120.0,1,Higher Education,Secondary,Professionals,Plant/Machine,120.0,0,0,0,1,Male,0,21,0,0,6,9,5,13.4,0,0,6,9,5,12.4,0,8.9,1.4,3.51,Graduate,20-22
Married/Union,Transfer/Change,1,Business/Economy,0,Secondary Education,148.0,1,Basic Education,No Schooling/Primary,Elementary,Service/Sales,130.9,0,0,0,0,Male,0,28,0,0,5,5,0,0.0,0,0,5,6,0,0.0,0,12.4,0.5,1.79,Dropout,26-29
Single,Transfer/Change,1,Agriculture,1,Basic Education,133.1,1,No Schooling/Primary,Basic Education,Elementary,Other,120.0,0,0,0,1,Male,0,58,0,0,6,9,0,0.0,0,0,6,6,0,0.0,0,13.9,-0.3,0.79,Dropout,30+
Married/Union,Transfer/Change,1,Business/Economy,0,Secondary Education,135.0,1,Other,Other,Other,Other,134.1,1,0,0,0,Male,0,49,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout,30+
Single,Transfer/Change,1,Engineering/Tech,1,Secondary Education,150.0,1,Secondary,No Schooling/Primary,Technicians,Service/Sales,120.0,0,0,0,1,Male,0,24,0,0,5,6,3,10.666666666666666,0,0,5,9,2,10.5,0,15.5,2.8,-4.06,Enrolled,23-25
Single,Transfer/Change,1,Business/Economy,1,Secondary Education,130.0,1,Other,Other,Other,Other,114.8,0,0,0,1,Male,0,25,0,0,5,5,4,13.75,0,0,5,5,4,14.75,0,7.6,2.6,0.32,Graduate,23-25
Separated/Divorced/Widower,Transfer/Change,1,Business/Economy,1,Secondary Education,133.1,1,No Schooling/Primary,No Schooling/Primary,Craft/Trade,Technicians,123.0,1,0,0,1,Male,0,33,0,0,5,5,1,10.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout,30+
Married/Union,Transfer/Change,2,Engineering/Tech,1,Basic Education,133.1,1,No Schooling/Primary,No Schooling/Primary,Craft/Trade,Craft/Trade,118.0,0,0,0,0,Male,0,33,0,0,5,11,0,0.0,0,0,5,5,0,0.0,0,9.4,-0.8,-3.12,Dropout,30+
Married/Union,Transfer/Change,1,Education,1,Secondary Education,110.0,1,No Schooling/Primary,No Schooling/Primary,Craft/Trade,Craft/Trade,100.0,0,0,0,1,Male,0,40,0,0,2,4,1,16.0,0,0,4,5,4,15.5,0,13.9,-0.3,0.79,Graduate,30+
Married/Union,Transfer/Change,1,Business/Economy,0,Secondary Education,170.0,1,No Schooling/Primary,Basic Education,Elementary,Technicians,151.1,0,0,0,1,Male,0,48,0,0,5,9,5,12.285714285714286,0,0,5,8,5,11.125,0,16.2,0.3,-0.92,Graduate,30+
Single,General,3,Engineering/Tech,1,Secondary Education,120.0,1,Secondary,Basic Education,Elementary,Technicians,116.9,1,0,1,0,Male,0,18,0,0,5,10,3,12.0,0,0,5,8,3,10.333333333333334,0,8.9,1.4,3.51,Enrolled,17-19
Single,Transfer/Change,1,Health/Medicine,1,Basic Education,133.1,1,No Schooling/Primary,No Schooling/Primary,Elementary,Plant/Machine,106.0,1,0,0,1,Male,0,24,0,0,7,7,6,12.666666666666666,1,0,7,7,6,12.666666666666666,1,7.6,2.6,0.32,Graduate,23-25
Married/Union,General,1,Engineering/Tech,1,Secondary Education,139.0,1,Basic Education,Basic Education,Elementary,Clerical,127.1,0,0,0,1,Male,1,23,0,0,5,6,5,11.8,0,0,5,7,4,13.25,1,10.8,1.4,1.74,Graduate,23-25
Single,Transfer/Change,1,Business/Economy,0,Basic Education,133.1,1,Basic Education,No Schooling/Primary,Craft/Trade,Service/Sales,155.5,1,0,1,0,Male,0,39,0,0,5,6,5,10.6,0,0,5,7,5,14.666666666666666,0,10.8,1.4,1.74,Dropout,30+
Single,General,1,Agriculture,1,Secondary Education,133.1,1,Secondary,No Schooling/Primary,Elementary,Agriculture/Fishery,101.0,0,0,0,1,Male,0,21,0,5,11,16,9,11.9,0,3,9,14,8,12.25,0,15.5,2.8,-4.06,Graduate,20-22
Single,Transfer/Change,1,Engineering/Tech,1,Higher Education,120.0,1,No Schooling/Primary,No Schooling/Primary,Agriculture/Fishery,Agriculture/Fishery,128.2,1,0,0,1,Male,0,34,0,4,6,8,4,11.25,0,1,5,8,2,10.5,0,7.6,2.6,0.32,Dropout,30+
Married/Union,Transfer/Change,1,Business/Economy,0,Secondary Education,100.0,1,Basic Education,Basic Education,Clerical,Clerical,113.0,0,0,0,1,Male,1,41,0,0,5,9,4,11.0,0,0,5,6,5,11.4,0,8.9,1.4,3.51,Enrolled,30+
Single,General,1,Arts/Communication,1,Secondary Education,134.0,1,Secondary,No Schooling/Primary,Clerical,Service/Sales,122.8,0,0,0,1,Male,0,18,0,0,6,6,6,12.0,0,0,6,6,6,12.5,0,12.7,3.7,-1.7,Graduate,17-19
Married/Union,Transfer/Change,1,Business/Economy,0,Secondary Education,130.0,1,No Schooling/Primary,No Schooling/Primary,Elementary,Technicians,145.6,0,0,0,1,Male,0,34,0,0,5,10,4,11.75,0,0,5,10,4,10.833333333333334,0,13.9,-0.3,0.79,Enrolled,30+
Single,General,1,Business/Economy,1,Secondary Education,128.0,1,Secondary,Secondary,Professionals,Other,116.5,0,0,0,1,Male,0,19,0,0,5,8,2,10.0,0,0,5,8,1,16.0,0,7.6,2.6,0.32,Dropout,17-19
Single,General,1,Health/Medicine,1,Secondary Education,154.0,1,Basic Education,Basic Education,Technicians,Technicians,142.0,0,0,0,1,Male,0,19,0,0,8,8,7,13.714285714285714,0,0,8,8,7,13.714285714285714,0,12.7,3.7,-1.7,Graduate,17-19
Single,Other,1,Agriculture,1,Higher Education,150.0,1,Secondary,Secondary,Clerical,Agriculture/Fishery,150.0,0,0,0,1,Male,0,28,0,0,6,14,6,14.875,0,0,6,12,6,15.8,0,16.2,0.3,-0.92,Graduate,26-29
Single,General,1,Arts/Communication,1,Secondary Education,134.0,1,Secondary,Secondary,Service/Sales,Other,133.3,1,0,0,1,Male,0,18,0,0,6,7,5,10.8,1,0,6,6,0,0.0,0,7.6,2.6,0.32,Dropout,17-19
Single,General,1,Social Sciences,1,Secondary Education,127.0,1,Higher Education,Higher Education,Technicians,Clerical,115.8,1,0,0,1,Male,0,19,0,0,6,11,3,12.0,0,0,6,12,2,10.0,0,11.1,0.6,2.02,Dropout,17-19
Single,General,2,Engineering/Tech,1,Secondary Education,133.1,1,Basic Education,No Schooling/Primary,Elementary,Managers,100.0,1,0,1,0,Male,0,19,0,0,6,10,5,12.5,0,0,6,19,2,13.5,0,12.4,0.5,1.79,Dropout,17-19
Single,General,1,Health/Medicine,1,Secondary Education,130.0,1,Secondary,Higher Education,Elementary,Professionals,128.6,1,0,0,1,Female,0,18,0,0,7,7,7,14.728571428571428,0,0,8,11,8,16.327272727272728,0,16.2,0.3,-0.92,Graduate,17-19
Single,General,1,Engineering/Tech,1,Secondary Education,135.0,1,Higher Education,Higher Education,Professionals,Professionals,137.1,1,0,0,1,Female,0,18,0,0,6,8,6,12.0,0,0,6,8,5,14.8,0,12.4,0.5,1.79,Graduate,17-19
Single,General,1,Arts/Communication,1,Secondary Education,143.0,1,Secondary,Higher Education,Technicians,Technicians,149.0,1,0,0,1,Female,0,18,0,0,6,8,6,11.428571428571429,0,0,6,7,6,11.0,0,11.1,0.6,2.02,Dropout,17-19
Single,Transfer/Change,2,Social Sciences,1,Higher Education,150.0,1,Higher Education,Basic Education,Clerical,Elementary,147.0,1,0,0,1,Female,0,19,0,3,6,6,6,14.166666666666666,0,2,6,6,6,13.5,0,12.4,0.5,1.79,Graduate,17-19
Married/Union,Other,1,Social Sciences,1,Higher Education,150.0,1,No Schooling/Primary,No Schooling/Primary,Elementary,Elementary,150.0,0,0,0,1,Female,0,31,0,1,6,12,5,12.5,0,0,6,10,5,14.6,0,12.7,3.7,-1.7,Graduate,30+
Single,Transfer/Change,1,Social Sciences,0,Secondary Education,130.0,1,No Schooling/Primary,No Schooling/Primary,Elementary,Plant/Machine,103.5,0,0,0,1,Female,1,33,0,0,6,6,6,14.166666666666666,0,0,6,6,6,14.333333333333334,0,12.7,3.7,-1.7,Graduate,30+
Single,General,3,Health/Medicine,1,Secondary Education,113.0,1,Higher Education,Secondary,Technicians,Technicians,107.8,1,0,0,1,Female,1,20,0,0,7,10,5,14.46,0,0,7,8,6,13.55,0,12.4,0.5,1.79,Enrolled,20-22
Single,Transfer/Change,1,Engineering/Tech,1,Higher Education,130.0,6,Basic Education,Secondary,Agriculture/Fishery,Clerical,130.0,1,0,0,1,Female,0,22,1,0,6,12,5,12.8,0,0,6,19,2,11.5,0,12.4,0.5,1.79,Enrolled,20-22
Single,General,1,Business/Economy,1,Secondary Education,115.0,1,Secondary,Basic Education,Technicians,Technicians,109.4,1,0,0,1,Female,0,19,0,0,6,8,6,12.666666666666666,0,0,6,8,5,13.4,0,11.1,0.6,2.02,Graduate,17-19
Single,General,3,Arts/Communication,1,Secondary Education,146.0,1,Other,Other,Other,Other,143.6,1,0,0,1,Female,0,18,0,0,6,6,6,12.5,0,0,6,6,6,13.0,0,7.6,2.6,0.32,Dropout,17-19
Single,General,3,Arts/Communication,1,Secondary Education,132.0,1,No Schooling/Primary,Secondary,Service/Sales,Service/Sales,124.3,0,1,0,1,Female,0,18,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,Dropout,17-19
Single,General,5,Business/Economy,1,Secondary Education,116.0,1,Basic Education,No Schooling/Primary,Elementary,Elementary,119.5,1,0,0,0,Female,0,18,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,8.9,1.4,3.51,Dropout,17-19
Single,General,1,Arts/Communication,1,Secondary Education,163.0,1,Higher Education,Higher Education,Professionals,Service/Sales,175.6,1,0,0,1,Female,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,11.1,0.6,2.02,Graduate,17-19
Single,General,2,Business/Economy,1,Secondary Education,122.0,1,Basic Education,Basic Education,Craft/Trade,Craft/Trade,116.1,1,0,0,1,Female,1,19,0,0,5,8,5,11.2,0,0,5,5,3,11.0,0,12.4,0.5,1.79,Graduate,17-19
Single,General,2,Social Sciences,1,Secondary Education,136.0,1,Secondary,Higher Education,Technicians,Clerical,126.6,1,0,0,1,Female,0,18,0,0,6,6,6,16.5,0,0,6,7,6,17.428571428571427,0,11.1,0.6,2.02,Dropout,17-19
Single,General,1,Engineering/Tech,1,Secondary Education,142.0,1,Higher Education,Basic Education,Service/Sales,Service/Sales,130.8,1,0,0,1,Female,0,18,0,0,5,9,3,13.666666666666666,1,0,5,5,5,12.0,0,12.7,3.7,-1.7,Graduate,17-19
Single,General,6,Health/Medicine,1,Secondary Education,139.0,1,No Schooling/Primary,No Schooling/Primary,Elementary,Agriculture/Fishery,133.5,1,0,0,1,Female,1,18,0,0,8,8,7,15.228571428571428,0,0,8,8,7,15.228571428571428,0,12.7,3.7,-1.7,Graduate,17-19
Single,Transfer/Change,1,Social Sciences,1,Higher Education,140.0,1,No Schooling/Primary,No Schooling/Primary,Elementary,Other,136.9,1,0,0,1,Female,0,21,0,5,9,10,9,12.77777777777778,0,4,9,9,9,13.22222222222222,0,8.9,1.4,3.51,Graduate,20-22
Single,General,1,Health/Medicine,1,Secondary Education,165.0,1,Basic Education,No Schooling/Primary,Service/Sales,Service/Sales,142.3,0,0,0,1,Female,1,18,0,0,8,8,7,14.428571428571429,0,0,8,8,7,14.428571428571429,0,12.7,3.7,-1.7,Graduate,17-19
Single,General,3,Business/Economy,1,Secondary Education,122.0,1,Secondary,No Schooling/Primary,Technicians,Technicians,114.3,1,0,0,1,Female,0,18,0,0,6,8,6,13.875,0,0,6,7,6,13.714285714285714,0,11.1,0.6,2.02,Graduate,17-19
Single,General,2,Health/Medicine,1,Secondary Education,135.0,1,Basic Education,Basic Education,Elementary,Other,122.9,1,0,0,1,Female,0,18,0,0,7,10,7,13.128,0,0,8,13,6,13.193333333333332,0,15.5,2.8,-4.06,Graduate,17-19
Single,General,1,Health/Medicine,1,Secondary Education,128.0,1,Basic Education,Secondary,Clerical,Technicians,117.2,1,0,0,1,Female,0,20,0,0,7,9,6,11.605,0,0,8,10,7,12.4125,0,16.2,0.3,-0.92,Graduate,20-22
Single,General,1,Business/Economy,1,Secondary Education,139.0,1,Secondary,No Schooling/Primary,Clerical,Service/Sales,152.0,0,0,0,1,Female,1,18,0,0,5,5,5,14.6,0,0,5,8,5,12.0,0,12.7,3.7,-1.7,Graduate,17-19
Single,General,2,Arts/Communication,1,Secondary Education,125.0,1,Basic Education,Secondary,Clerical,Service/Sales,122.2,1,0,0,1,Female,0,18,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,11.1,0.6,2.02,Dropout,17-19
Single,General,2,Business/Economy,1,Secondary Education,102.0,1,No Schooling/Primary,No Schooling/Primary,Elementary,Clerical,101.7,1,0,0,1,Female,1,20,0,0,5,6,5,11.8,0,0,5,6,5,11.6,0,8.9,1.4,3.51,Graduate,20-22
Single,General,1,Business/Economy,1,Secondary Education,116.0,1,Basic Education,Basic Education,Elementary,Plant/Machine,119.9,1,0,0,1,Female,0,20,0,0,6,6,6,12.333333333333334,0,0,6,6,6,12.333333333333334,0,12.4,0.5,1.79,Graduate,20-22
Single,General,1,Business/Economy,1,Secondary Education,138.0,1,No Schooling/Primary,Secondary,Elementary,Elementary,123.7,1,0,1,1,Female,1,19,0,0,5,5,4,11.0,0,0,5,5,0,0.0,0,11.1,0.6,2.02,Dropout,17-19
Single,Transfer/Change,1,Arts/Communication,1,Secondary Education,135.0,1,Higher Education,Secondary,Technicians,Service/Sales,121.8,0,0,0,1,Female,1,19,0,5,11,11,11,13.181818181818182,0,5,11,11,11,12.909090909090908,0,11.1,0.6,2.02,Graduate,17-19
Single,General,4,Business/Economy,1,Secondary Education,110.0,1,Basic Education,No Schooling/Primary,Elementary,Unknown,106.1,1,1,1,0,Female,1,18,0,0,6,6,1,11.0,0,0,6,0,0,0.0,0,12.7,3.7,-1.7,Dropout,17-19
Single,General,3,Arts/Communication,1,Secondary Education,132.0,1,Secondary,Secondary,Clerical,Elementary,124.3,1,0,1,1,Female,1,19,0,0,6,6,6,11.833333333333334,0,0,6,7,6,12.285714285714286,0,15.5,2.8,-4.06,Graduate,17-19
Single,General,2,Health/Medicine,1,Secondary Education,126.0,1,Secondary,No Schooling/Primary,Clerical,Craft/Trade,124.3,1,0,0,1,Female,1,20,0,0,8,8,8,12.98125,0,0,8,8,8,12.98125,0,9.4,-0.8,-3.12,Graduate,20-22
Single,Transfer/Change,1,Business/Economy,1,Higher Education,117.4,1,Basic Education,Secondary,Clerical,Elementary,117.4,1,0,0,1,Female,0,21,0,4,7,10,6,11.333333333333334,0,1,5,6,5,11.2,0,11.1,0.6,2.02,Graduate,20-22
Single,Transfer/Change,2,Health/Medicine,1,Secondary Education,120.0,1,Higher Education,Higher Education,Professionals,Professionals,112.7,0,0,0,1,Female,0,21,0,0,8,12,6,11.68,0,0,8,12,6,11.68,0,10.8,1.4,1.74,Graduate,20-22
Single,General,1,Arts/Communication,1,Secondary Education,116.0,1,No Schooling/Primary,No Schooling/Primary,Elementary,Elementary,123.7,0,0,0,1,Female,0,20,0,0,6,6,6,14.5,0,0,6,7,6,13.5,0,11.1,0.6,2.02,Graduate,20-22
Single,General,2,Education,1,Secondary Education,111.0,1,No Schooling/Primary,No Schooling/Primary,Elementary,Craft/Trade,105.8,1,0,0,1,Female,0,19,0,0,7,7,7,13.142857142857142,0,0,7,8,7,12.857142857142858,0,8.9,1.4,3.51,Graduate,17-19
Single,General,3,Engineering/Tech,1,Secondary Education,128.0,1,Secondary,Basic Education,Clerical,Unknown,124.2,0,0,0,0,Female,0,21,0,0,5,8,2,11.5,0,0,5,7,2,10.5,0,7.6,2.6,0.32,Dropout,20-22
Single,General,1,Engineering/Tech,1,Secondary Education,123.0,1,Basic Education,Basic Education,Clerical,Unknown,122.3,0,0,0,1,Female,0,18,0,0,5,6,5,14.2,0,0,5,7,5,11.8,0,7.6,2.6,0.32,Graduate,17-19
Single,General,5,Business/Economy,1,Secondary Education,131.0,1,Basic Education,No Schooling/Primary,Elementary,Elementary,123.7,0,0,0,1,Female,1,19,0,0,6,8,5,11.666666666666666,0,0,6,7,5,12.2,0,8.9,1.4,3.51,Graduate,17-19
Single,General,2,Health/Medicine,1,Secondary Education,135.0,1,Basic Education,Basic Education,Elementary,Clerical,129.8,1,0,0,1,Female,0,18,0,0,7,8,7,13.175,0,0,8,8,8,14.875,0,13.9,-0.3,0.79,Graduate,17-19
Single,General,4,Health/Medicine,1,Secondary Education,136.0,1,Secondary,Secondary,Elementary,Elementary,123.8,1,0,0,1,Female,1,19,0,0,8,8,7,13.314285714285717,0,0,8,8,7,13.314285714285717,0,12.7,3.7,-1.7,Graduate,17-19
Single,General,2,Business/Economy,1,Secondary Education,132.0,1,Secondary,Basic Education,Clerical,Technicians,126.4,1,0,0,1,Female,1,18,0,0,5,13,3,10.6,0,0,5,12,3,10.5,0,13.9,-0.3,0.79,Graduate,17-19
Single,General,1,Education,1,Secondary Education,120.0,1,Basic Education,No Schooling/Primary,Service/Sales,Craft/Trade,115.1,0,0,0,1,Female,1,18,0,0,6,11,4,12.0,0,0,6,8,4,10.75,0,15.5,2.8,-4.06,Enrolled,17-19
Single,General,1,Arts/Communication,1,Secondary Education,144.0,1,No Schooling/Primary,No Schooling/Primary,Plant/Machine,Plant/Machine,138.4,0,0,0,1,Female,0,18,0,0,6,7,6,13.428571428571429,0,0,6,7,6,14.142857142857142,0,13.9,-0.3,0.79,Graduate,17-19
Single,General,1,Engineering/Tech,1,Secondary Education,129.0,1,Secondary,No Schooling/Primary,Elementary,Elementary,118.2,1,0,0,1,Female,1,18,0,0,5,7,4,13.25,0,0,5,8,5,15.571428571428571,0,10.8,1.4,1.74,Graduate,17-19
Single,General,1,Arts/Communication,1,Secondary Education,136.0,1,No Schooling/Primary,Basic Education,Craft/Trade,Craft/Trade,121.7,1,0,0,1,Female,0,18,0,0,6,6,2,13.0,0,0,6,6,0,0.0,0,12.4,0.5,1.79,Dropout,17-19
Single,General,3,Arts/Communication,1,Secondary Education,125.0,1,Secondary,No Schooling/Primary,Elementary,Craft/Trade,118.0,0,0,0,1,Female,1,18,0,0,6,6,6,14.333333333333334,0,0,6,7,6,14.0,0,11.1,0.6,2.02,Enrolled,17-19
